Bandit,Reward,Algorithm
2,2.970551717057575,ThompsonSamplingBandit
2,3.135658031563414,ThompsonSamplingBandit
2,1.5813435024132891,ThompsonSamplingBandit
2,3.1606578570418296,ThompsonSamplingBandit
2,2.9895778613374677,ThompsonSamplingBandit
2,3.74853331652316,ThompsonSamplingBandit
2,4.108736063032121,ThompsonSamplingBandit
2,4.253901891679246,ThompsonSamplingBandit
2,1.6576020970379084,ThompsonSamplingBandit
2,1.6470734527297226,ThompsonSamplingBandit
2,2.3014548757317166,ThompsonSamplingBandit
2,5.932689494103348,ThompsonSamplingBandit
2,3.7999260838965645,ThompsonSamplingBandit
2,2.8282712399737613,ThompsonSamplingBandit
2,2.2443418522009986,ThompsonSamplingBandit
2,2.9144238128338653,ThompsonSamplingBandit
2,1.4108963158853807,ThompsonSamplingBandit
2,3.7733116691437414,ThompsonSamplingBandit
2,3.323294324997841,ThompsonSamplingBandit
2,1.644470075303587,ThompsonSamplingBandit
2,3.8470385662287203,ThompsonSamplingBandit
2,3.456594664492667,ThompsonSamplingBandit
2,3.1390793130951162,ThompsonSamplingBandit
2,2.2041553184925617,ThompsonSamplingBandit
2,2.509635058058931,ThompsonSamplingBandit
2,4.4183689184935,ThompsonSamplingBandit
2,3.08609217034682,ThompsonSamplingBandit
2,3.1672488185857355,ThompsonSamplingBandit
2,3.5595207938626974,ThompsonSamplingBandit
2,2.089696059269902,ThompsonSamplingBandit
2,2.3993827167740642,ThompsonSamplingBandit
2,1.3163218710549809,ThompsonSamplingBandit
2,2.2122776734792238,ThompsonSamplingBandit
2,1.4091689180824398,ThompsonSamplingBandit
2,2.8305950848379955,ThompsonSamplingBandit
2,3.3924577453267513,ThompsonSamplingBandit
2,3.044785633169351,ThompsonSamplingBandit
2,5.642789542626721,ThompsonSamplingBandit
2,2.7523098598402944,ThompsonSamplingBandit
2,2.9254710772907004,ThompsonSamplingBandit
2,2.2418873524401763,ThompsonSamplingBandit
2,0.46716311694517154,ThompsonSamplingBandit
2,3.460396034419702,ThompsonSamplingBandit
2,1.506339189236226,ThompsonSamplingBandit
2,3.1553554081202315,ThompsonSamplingBandit
2,2.597112592250523,ThompsonSamplingBandit
2,2.2945380988143826,ThompsonSamplingBandit
2,3.5781149772257526,ThompsonSamplingBandit
2,4.0014505159397915,ThompsonSamplingBandit
2,2.9827429436240473,ThompsonSamplingBandit
2,4.680903546659913,ThompsonSamplingBandit
2,1.6084438849400045,ThompsonSamplingBandit
2,4.487328581064743,ThompsonSamplingBandit
2,3.016393041543196,ThompsonSamplingBandit
2,5.091077284444342,ThompsonSamplingBandit
2,4.048645751776784,ThompsonSamplingBandit
2,3.561132543124375,ThompsonSamplingBandit
2,2.760354917037315,ThompsonSamplingBandit
2,2.265022344938378,ThompsonSamplingBandit
2,5.162347055141543,ThompsonSamplingBandit
2,4.282942314046686,ThompsonSamplingBandit
2,4.133171059268551,ThompsonSamplingBandit
2,2.4496351902459974,ThompsonSamplingBandit
2,2.5807465937938727,ThompsonSamplingBandit
2,4.042656094129477,ThompsonSamplingBandit
2,1.9241964224681394,ThompsonSamplingBandit
2,1.5530924752869035,ThompsonSamplingBandit
2,3.108655030369582,ThompsonSamplingBandit
2,4.476468788570386,ThompsonSamplingBandit
2,2.8203290379434103,ThompsonSamplingBandit
2,2.58271471580994,ThompsonSamplingBandit
2,2.4336275607346134,ThompsonSamplingBandit
2,1.5510259714290189,ThompsonSamplingBandit
2,1.732609269067757,ThompsonSamplingBandit
2,3.2972659953385044,ThompsonSamplingBandit
2,3.9612628573886135,ThompsonSamplingBandit
2,2.772430705205709,ThompsonSamplingBandit
2,3.9826428210098745,ThompsonSamplingBandit
2,2.699718860519221,ThompsonSamplingBandit
